code,term
B62..00,Other malignant neoplasm of lymphoid and histiocytic tissue
B64..00,Lymphoid leukaemia
B65..00,Myeloid leukaemia
B66..00,Monocytic leukaemia
B67..00,Other specified leukaemia
B68..00,Leukaemia of unspecified cell type
B69..00,Myelomonocytic leukaemia
B6z..00,Malignant neoplasm lymphatic or haematopoietic tissue NOS
B71..00,Benign neoplasm of other parts of digestive system
B75..00,Benign neoplasm of soft tissue
B79..00,Other benign neoplasm of uterus
B7z..00,Benign neoplasm of other and unspecified site
B81..00,Carcinoma in situ of respiratory system
B83..00,Carcinoma in situ of breast and genitourinary system
B8y..00,Carcinoma in situ of other and unspecified sites
B8z..00,Carcinoma in situ NOS
B91..00,Neoplasm of uncertain behaviour of genitourinary organs
B9y..00,Neoplasm of uncertain behaviour otherwise specified
B9z..00,Neoplasm of uncertain behaviour NOS
BA...00,Neoplastic disease
BA0..00,Neoplasm of unspecified nature
BAz..00,Neoplasm of unspecified nature NOS
BB0..00,[M]Neoplasms NOS
BB1..00,[M]Epithelial neoplasms NOS
BB3..00,Basal cell neoplasm
BB7..00,[M]Mucoepidermoid neoplasms
BB8..00,"[M]Cystic, mucinous and serous neoplasms"
BB9..00,"[M]Ductal, lobular and medullary neoplasms"
BBA..00,[M]Acinar cell neoplasms
BBB..00,[M]Complex epithelial neoplasms
BBC..00,[M]Specialised gonadal neoplasms
BBD..00,[M]Paragangliomas and glomus tumours
BBE..00,[M]Naevi and melanomas
BBF..00,[M]Soft tissue tumours and sarcomas NOS
BBG..00,[M]Fibromatous neoplasms
BBH..00,[M]Myxomatous neoplasms
BBK..00,[M]Myomatous neoplasms
A38..00,Septicaemia
BBM..00,[M]Fibroepithelial neoplasms
BBN..00,[M]Synovial neoplasms
BBP..00,[M]Mesothelial neoplasms
BBQ..00,[M]Germ cell neoplasms
BBR..00,[M]Trophoblastic neoplasms
BBT..00,[M]Blood vessel tumours
BBW..00,[M]Chondromatous neoplasms
BBX..00,[M]Giant cell tumours
BBY..00,[M]Miscellaneous bone tumours
BBc..00,[M]Neuroepitheliomatous neoplasms
BBd..00,Meningeal neoplasm (morphology)
BBg..00,"[M]Lymphomas, NOS or diffuse"
BBn..00,[M]Plasma cell tumours
BBq..00,[M]Burkitt's tumours
BBy..00,[M]No microscopic confirmation of tumour
BBz..00,Neoplasm
By...00,Neoplasms otherwise specified
Byu..00,[X]Additional neoplasm classification terms
Bz...00,Neoplasms NOS
C00..00,Goitre
C03..00,Congenital hypothyroidism
C06..00,Other disorders of thyroid
C1...00,Other endocrine gland diseases
C11..00,Other disorders of pancreatic internal secretion
C1z..00,Other and unspecified endocrine disorders
C26..00,Vitamin B-complex deficiency
C2A..00,Sequelae of malnutrition and other nutritional deficiencies
C2z..00,Nutritional deficiency NOS
C3...00,Other metabolic and immunity disorders
C37..00,Other disorders of metabolism
C38..00,Obesity and other hyperalimentation
D....00,Disorder of haematopoietic structure
D0y..00,Other specified deficiency anaemias
D0z..00,Deficiency anaemias NOS
D1y..00,Other specified haemolytic anaemias
D1z..00,Haemolytic anaemias NOS
D2...00,Aplastic and other anaemias
D2y..00,Other specified anaemias
D2z..00,Anaemia
D3...00,Blood coagulation disorder
D31..00,Purpuric disorder
D3y..00,Other specified disorders of clotting or bleeding
D3z..00,Clotting or bleeding disorder NOS
D4...00,White blood cell and other blood disorders
D4y..00,Other specified white blood cell or other blood diseases
D4z..00,White blood cell or other blood diseases NOS
E03..00,Transient organic psychoses
E04..00,Other chronic organic psychoses
E0y..00,Other specified organic psychoses
E0z..00,Organic psychoses NOS
E1...00,Non-organic psychoses
E10..00,Schizophrenic disorders
E14..00,Psychoses with origin in childhood
E1y..00,Other specified non-organic psychoses
E22..00,Psychosexual disorder
E24..00,Drug dependence
E27..00,Psychogenic syndromes NEC
E2B..00,Depressive disorder
E2G..00,Psychic factor with disease EC
E3y..00,Other specified mental retardation
E3z..00,Intellectual disability
Eu...00,[X]Mental and behavioural disorders
Eu0..00,"[X]Organic, including symptomatic, mental disorders"
Eu2..00,"[X]Schizophrenia, schizotypal and delusional disorders"
Eu6..00,[X]Disorders of adult personality and behaviour
Euz..00,"[X]Mental disorder, not otherwise specified"
Ey...00,Other specified mental disorders
Ez...00,Mental disorder
F01..00,Meningitis due to other organisms
F02..00,Meningitis of unspecified cause
F04..00,Intracranial and intraspinal abscesses
F05..00,Phlebitis and thrombophlebitis of intracranial sinuses
F06..00,Late effects of intracranial abscess or pyogenic infection
F0z..00,Inflammatory diseases of central nervous system NOS
F10..00,Cerebral degeneration in childhood
F11..00,Degenerative brain disorder
F16..00,Spinal cord disease
F2...00,Disorder of the central nervous system
F21..00,Other central nervous system demyelinating diseases
F24..00,Other paralytic syndromes
F27..00,Cataplexy and narcolepsy
F28..00,Other conditions of brain
F29..00,Disorder of nervous system
F2y..00,Other specified disorders of central nervous system
F2z..00,Other central nervous system disorders NOS
F32..00,Cranial nerve disorder
F34..00,Mononeuritis of upper limb and mononeuritis multiplex
F36..00,Hereditary and idiopathic peripheral neuropathy
F39..00,Muscular dystrophies and other myopathies
F3y..00,Other specified disorders of peripheral nervous system
F3z..00,Peripheral nervous system disorder NOS
1M1..00,Pain in lower limb
F46..00,Cataract
F4E..00,Disorder of eyelid
F4y..00,Other specified disorders of eye or adnexa
F4z..00,Disorder of eye and adnexa NOS
1P0..00,Motor function behaviour
1S4..00,Mood observations
F53..00,Disorder of mastoid
F58..00,Other ear disorders
F5y..00,Other specified diseases of ear or mastoid
F5z..00,Ear and mastoid disease NOS
Fy...00,Other specified diseases of nervous system or sense organ
Fz...00,Nervous system or sense organ disease NOS
G01..00,Rheumatic fever with heart involvement
G0y..00,Other specified acute rheumatic fever
G0z..00,Acute rheumatic fever NOS
G13..00,Diseases of mitral and aortic valves
G14..00,Other chronic rheumatic endocardial disease
G1y..00,Other specified chronic rheumatic heart disease
G1z..00,Chronic rheumatic heart disease NOS
G2y..00,Other specified hypertensive disease
G2z..00,Hypertensive disorder
G33..00,Angina pectoris
G34..00,Chronic ischaemic heart disease
G35..00,Subsequent myocardial infarction
G3y..00,Other specified ischaemic heart disease
G3z..00,Ischaemic heart disease NOS
G4y..00,Other specified pulmonary circulation disease
G4z..00,Pulmonary circulation disease NOS
G5...00,Other forms of heart disease
G51..00,Acute and subacute endocarditis
G53..00,Disorder of pericardium
4L...00,Genetic observations
G5y..00,Other specified heart disease
G5z..00,Heart disease NOS
G62..00,Other and unspecified intracranial haemorrhage
G67..00,Other cerebrovascular disease
G68..00,Late effects of cerebrovascular disease
G6y..00,Other specified cerebrovascular disease
G6z..00,Cerebrovascular disease NOS
G72..00,Aneurysm
G75..00,Polyarteritis nodosa and allied conditions
G7y..00,"Other specified arterial, arteriole or capillary disease"
G7z..00,"Arterial, arteriole and capillary diseases NOS"
G8...00,"Vein, lymphatic and circulatory diseases NOS"
G80..00,Phlebitis and thrombophlebitis
G82..00,Thromboembolism of vein
G8y..00,"Other specified vein, lymphatic or other circulatory disease"
G8z..00,"Vein, lymphatic and other circulatory diseases NOS"
Gy...00,Other specified diseases of circulatory system
Gz...00,Disorder of cardiovascular system
H0...00,Acute respiratory infections
H05..00,Other acute upper respiratory infections
H06..00,Acute bronchitis and bronchiolitis
H07..00,Chest cold
H0y..00,Other specified acute respiratory infections
H0z..00,Acute respiratory infection
H1...00,Other upper respiratory tract diseases
H16..00,Chronic laryngitis and laryngotracheitis
H1y..00,Other specified diseases of upper respiratory tract
H1z..00,Disorder of upper respiratory system
H2...00,Pneumonia and influenza
H22..00,Other bacterial pneumonia
H23..00,Pneumonia due to other specified organisms
H26..00,Infective pneumonia
H2y..00,Other specified pneumonia or influenza
H2z..00,Pneumonia or influenza NOS
H33..00,Asthma
H3y..00,Other specified chronic obstructive airways disease
H3z..00,Chronic obstructive airway disease
H43..00,Pneumoconiosis due to inorganic dust
H44..00,Pneumonopathy due to inhalation of dust
H45..00,Pneumoconiosis
H4y..00,Other specified lung diseases due to external agent
H4z..00,Lung disease due to external agents NOS
H5...00,Other respiratory system diseases
H51..00,Pleurisy
H53..00,Abscess of lung and mediastinum
H54..00,Pulmonary congestion and hypostasis
H56..00,Other alveolar and parietoalveolar disease
H57..00,Lung involvement in diseases EC
H58..00,Other diseases of lung
H5C..00,Choking due to airways obstruction
Hy...00,Other specified diseases of respiratory system
Hz...00,Respiratory system diseases NOS
Hy0..00,Postprocedural respiratory disorders
Hyu..00,[X]Additional respiratory disease classification terms
J0...00,Disease of mouth
J0z..00,"Oral cavity, salivary gland and jaw diseases NOS"
J15..00,Gastritis and duodenitis
J1y..00,"Other specified disorders of oesophagus, stomach or duodenum"
J1z..00,"Oesophageal, stomach or duodenal disorder NOS"
J2...00,Disorder of appendix
J21..00,Appendicitis
J22..00,Other appendicitis
J23..00,Other diseases of appendix
J2y..00,Other specified diseases of appendix
J2z..00,Appendix diseases NOS
J35..00,Gluteal hernia
J3y..00,Other specified hernias of abdominal cavity
J3z..00,Abdominal cavity hernia NOS
J5...00,Other diseases of the intestines and peritoneum
J50..00,Intestinal obstruction without mention of hernia
J52..00,Functional gastrointestinal tract disorder
J53..00,Anal fissure and fistula
J56..00,Disorder of peritoneum
J57..00,Disorder of intestine
J5z..00,Intestinal disease
J60..00,Acute and subacute liver necrosis
J61..00,Cirrhosis and chronic liver disease
J62..00,Liver abscess and sequelae of chronic liver disease
J63..00,Other liver disorders
J65..00,Gallbladder disorder
J66..00,Disorder of biliary tract
J69..00,Intestinal malabsorption
Jy...00,Other specified diseases of digestive system
Jyu..00,[X]Additional digestive system disease classification terms
Jz...00,Digestive system diseases NOS
K0...00,"Nephritis, nephrosis and nephrotic syndrome"
K07..00,Renal sclerosis unspecified
K08..00,Impaired renal function disorder
K0A..00,Glomerular disease
K0y..00,"Other specified nephritis, nephrosis or nephrotic syndrome"
K0z..00,"Nephritis, nephrosis and nephrotic syndrome NOS"
K1...00,Disorder of the urinary system
K16..00,Other disorders of bladder
K1A..00,Urinary calculus in schistosomiasis
K1y..00,Other specified diseases of urinary system
K1z..00,Other urinary system diseases NOS
K22..00,Disorder of prostate
K24..00,Orchitis and epididymitis
K28..00,Disorder of male genital organ
K2y..00,Other specified diseases of male genital organ
K2z..00,Male genital organ disease NOS
K31..00,Other breast disorders
K3y..00,Other specified disorders of breast
K3z..00,Disorder of breast
K41..00,Uterine inflammatory diseases excluding the cervix
K42..00,"Cervical, vaginal and vulval inflammatory diseases"
K43..00,Female tuberculous pelvic inflammatory disease
K44..00,Female gonococcal pelvic inflammatory disease
K4y..00,Other specified female pelvic inflammatory disease
K4z..00,Female pelvic inflammatory disease NOS
K5...00,Disorder of female genital tract
K54..00,Disorder of uterus
K57..00,Vulval and perineal noninflammatory disorders
K58..00,Female genital organ symptoms
K5C..00,Disorder of female genital organs
K5y..00,Other specified disorders of female genital tract
K5z..00,Disorder of female genital system
Ky...00,Other specified diseases of genitourinary system
Kyu..00,[X]Additional genitourinary disease classification terms
Kz...00,Genitourinary disease NOS
L....00,"Complications of pregnancy, childbirth and the puerperium"
L01..00,Other abnormal product of conception
L0y..00,Other specified pregnancy with abortive outcome
L0z..00,Pregnancy with abortive outcome NOS
L1...00,Complication occurring during pregnancy
L16..00,Other pregnancy complication NEC
L17..00,Infective/parasitic disease in preg/childbirth/puerperium
L19..00,Complications specific to multiple gestation
L2...00,Risk factors in pregnancy
L25..00,Known or suspected fetal abnormality
L26..00,Other fetal and placental problems
L2A..00,Abnormal findings on antenatal screening of mother
L2C..00,Malnutrition in pregnancy
L2D..00,Retained intrauterine contraceptive device in pregnancy
L2y..00,Other specified risk factors in pregnancy
L2z..00,Finding related to risk factor in pregnancy
L3...00,Complications occurring during labour and delivery
L30..00,Obstructed labour
L35..00,Other obstetric trauma
L38..00,Complications of anaesthesia during labour and delivery
L39..00,Other complications of labour and delivery NEC
L3A..00,Intrapartum haemorrhage with coagulation defect
L3y..00,Other specified complications of labour or delivery
L3z..00,Complications of labour and delivery NOS
L43..00,Obstetric pulmonary embolism
L44..00,Other complications of the puerperium NEC
L45..00,Obstetric breast infections
L4y..00,Other specified complications of the puerperium
L4z..00,Complications of the puerperium NOS
L5...00,Maternal care for fetus
L50..00,Maternal care for compound presentation
L51..00,Maternal care for other known or suspected fetal problems
M02..00,Cellulitis and abscess of finger and toe
M07..00,Localised infection of skin AND/OR subcutaneous tissue
M0y..00,Other specified infections of skin or subcutaneous tissue
M11..00,Atopic dermatitis
M13..00,Ingestion dermatitis
M16..00,Psoriasis and similar disorders
M18..00,Pruritus and related conditions
M1z..00,Skin and subcutaneous tissue inflammatory disorders NOS
M2...00,Other skin and subcutaneous tissue disorders
M20..00,Corns and callosities
M21..00,Other atrophic and hypertrophic conditions of skin
M22..00,Dermatosis
M24..00,Hair and hair follicle diseases
M2B..00,Follicular cysts of skin and subcutaneous tissue
M2z..00,Other skin and subcutaneous tissue disease NOS
My...00,Other specified diseases of skin or subcutaneous tissue
N0...00,Arthropathy
N06..00,Other and unspecified arthropathies
N08..00,Joint derangement
N09..00,Joint disorder
N0y..00,Other specified arthropathies
N0z..00,Arthropathies NOS
N10..00,Inflammatory spondylopathies
N13..00,Disorder of cervical spine
N14..00,Back problem
N1y..00,Other specified disorders of vertebral column
N1z..00,Vertebral column disorder NOS
N2...00,"Rheumatism, excluding the back"
N21..00,Peripheral enthesopathies and allied syndromes
N22..00,"Other disorders of the synovium, tendon and bursa"
N24..00,Other soft tissue disorders
N2y..00,Other specified nonarticular rheumatism
N2z..00,Nonarticular rheumatism NOS
N33..00,Disorder of bone and articular cartilage
N36..00,Other acquired limb deformity
E2F..00,Specific delays in development
N39..00,"Nonallopathic lesions, NEC"
N3y..00,Other specified musculoskeletal disorders
N3z..00,Musculoskeletal disorder
Nz...00,Musculoskeletal and connective tissue disorder
P0...00,Anencephalus and similar anomalies
P0z..00,Anencephalus and similar anomalies NOS
P11..00,Spina bifida without mention of hydrocephalus
P1z..00,Spina bifida NOS
P2...00,Other nervous system congenital anomalies
P22..00,Reduction deformities of brain
P24..00,Other specified brain anomalies
P25..00,Other specified spinal cord anomalies
P2x..00,Other specified nervous system anomalies
P2z..00,Nervous system anomalies NOS
P34..00,Anterior chamber anomalies
P36..00,"Congenital anomalies of eyelid, lacrimal system and orbit"
P3y..00,Other specified eye anomalies
P3z..00,Congenital eye anomalies NOS
P4...00,"Ear, face and neck congenital anomalies"
P40..00,Ear anomalies with hearing impairment
P42..00,Other specified ear anomalies
P43..00,Congenital ear anomaly NOS
P44..00,"Branchial cleft, cyst or fistula; preauricular sinus"
P4y..00,Other specified face and neck anomalies
P4z..00,Congenital face or neck anomaly NOS
P51..00,Transposition of great vessels
P5y..00,Other heart bulb and septal closure defect
P5z..00,Heart bulb or septal closure defects NOS
P6...00,Other congenital heart anomalies
P61..00,Congenital tricuspid atresia and stenosis
P62..00,Ebstein's anomaly of tricuspid valve
P7...00,Other congenital circulatory system anomalies
P74..00,Anomalies of great veins
P75..00,Absence or hypoplasia of the umbilical artery
P77..00,Arteriovenous malformation of precerebral vessels
P7y..00,Other specified circulatory system anomalies
P80..00,Choanal atresia
P81..00,Congenital deformity of nose
P83..00,"Other anomalies of larynx, trachea and bronchus"
P85..00,"Lung agenesis, hypoplasia and dysplasia"
P86..00,Other lung anomalies
P8y..00,Other specified respiratory system anomalies
P8z..00,Respiratory system anomaly NOS
P9z..00,Cleft palate or cleft lip NOS
PA...00,Congenital anomaly of digestive system
PA1..00,Other tongue anomalies
PA2..00,Other specified mouth and pharynx anomalies
PA4..00,Other specified oesophageal anomalies
PA7..00,Other specified stomach anomalies
PAy..00,Other specified upper alimentary tract anomaly
PAz..00,Upper alimentary tract anomalies NOS
PB...00,Other congenital digestive system anomaly
PB1..00,Small intestine atresia and stenosis
PB5..00,Other anomalies of intestine
PB7..00,Anomalies of pancreas
PBy..00,Other specified digestive system anomalies
PBz..00,Digestive system anomalies NOS
PC...00,Congenital genital organ anomalies
PC1..00,Fallopian tube and broad ligament anomalies
PC2..00,Congenital duplication of uterus
PC3..00,Other anomalies of uterus
PC4..00,"Cervical, vaginal and external female genital anomalies"
PC5..00,Undescended testicle
PC6..00,Hypospadias and epispadias
PCy..00,Other specified genital organ anomaly
PCz..00,Genital organ anomaly NOS
PD0..00,Renal agenesis and dysgenesis
PD2..00,Renal pelvis and ureter obstructive defects
PD3..00,Other specified renal anomaly
PD4..00,Other specified ureter anomalies
PD6..00,Urethra and bladder neck atresia and stenosis
PDy..00,Other specified bladder and urethral anomalies
PDz..00,Urinary system anomalies NOS
PE3..00,Congenital dislocation and subluxation of the hip
PE7..00,Deformity of foot
PE8..00,Other specified nonteratogenic anomalies
PEz..00,Congenital musculoskeletal deformity NOS
PF...00,Congenital anomaly of limb
PF4..00,Reduction deformity of unspecified limb
PF5..00,Congenital anomaly of upper limb
PF6..00,Other lower limb and pelvic girdle anomalies
PFy..00,Other specified anomalies of unspecified limb
PFz..00,Congenital anomaly of unspecified limb NOS
PG...00,Other congenital musculoskeletal anomalies
PG3..00,Other rib and sternum anomalies
PG5..00,Osteodysplasia
PGy..00,"Other specified muscle, tendon and fascia anomaly"
PH3..00,Other specified skin anomalies
PHy..00,Other specified integument anomaly
PJ3..00,Monosomies and deletions from the autosomes
PJ4..00,Balanced autosomal translocation
PJ5..00,Other condition due to autosomal anomaly
PJ6..00,Gonadal dysgenesis
PJy..00,Other sex chromosome anomaly
PJz..00,Chromosomal anomalies NOS
PK...00,Other and unspecified congenital anomalies
PK2..00,Other endocrine gland anomalies
PK6..00,Other hamartoses NEC
PKy..00,Other specified anomalies
PKz..00,Other anomalies NOS
Py...00,Other specified congenital anomaly
Pyu..00,[X]Additional congenital disease classification terms
Pz...00,Congenital anomaly
Q00..00,Fetus or neonate affected by maternal medical problems
Q2...00,"Birth trauma, asphyxia and hypoxia"
Q2y..00,"Other specified birth trauma, asphyxia or hypoxia"
Q2z..00,"Birth trauma, asphyxia or hypoxia NOS"
Q31..00,Other fetal and newborn respiratory conditions
Q3y..00,Other specified respiratory problems in fetus or neonate
Q3z..00,Fetal or newborn respiratory problems NOS
Q4...00,Other perinatal conditions
Q40..00,Infections specific to perinatal period
Q43..00,Other perinatal jaundice
Q44..00,Perinatal endocrine and metabolic problems
Q45..00,Fetal and newborn blood disorders
Q47..00,Perinatal skin and temperature regulation disorders
Q48..00,Other and ill-defined perinatal conditions
Qy...00,Other specified perinatal conditions
Qyu..00,[X]Additional perinatal disease classification terms
Qz...00,Perinatal conditions NOS
R....00,"[D]Symptoms, signs and ill-defined conditions"
R0...00,[D]Symptoms
R00..00,Finding reported by subject or history provider
R01..00,[D]Nervous and musculoskeletal symptoms
R02..00,Symptom of skin and integumentary tissue
R04..00,Symptom of head and neck region
R05..00,[D]Cardiovascular system symptoms
R06..00,Respiratory symptom
R07..00,Digestive system symptom
R08..00,Urinary system symptoms
R09..00,[D]Other abdominal and pelvic symptoms
R0y..00,[D]Other specified symptoms
R0z..00,[D]Symptoms NOS
R1...00,Abnormal finding on evaluation procedure
R10..00,[D]Nonspecific blood findings
R11..00,Urine finding
R12..00,[D]Nonspecific findings in other body substances
R14..00,[D]Nonspecific abnormal function studies
R15..00,[D]Nonspecific histological and immunological findings
R1y..00,[D]Other specified nonspecific abnormal findings
R1z..00,[D]Nonspecific abnormal finding NOS
R21..00,"Sudden death, cause unknown"
R3...00,[D]Specific abnormal findings
Ry...00,"[D]Other specified symptoms, signs or ill-defined conditions"
Ry1..00,Symptoms and signs involving appearance and behaviour
Rz...00,"[D]Symptoms, signs and ill-defined conditions NOS"
S03..00,Other and unqualified skull fractures
S0z..00,Fracture of skull NOS
S1...00,Fracture of neck and trunk
S12..00,"Fracture of rib(s), sternum, larynx and trachea"
S13..00,Fracture or disruption of pelvis
S14..00,Fracture of ill-defined bones of trunk
S1z..00,Fracture of neck and trunk NOS
S25..00,Fracture of metacarpal bone
S28..00,Ill-defined fractures of upper limb
S2A..00,"Fracture of upper limb, level unspecified"
S2z..00,Fracture of upper limb NOS
S31..00,Fracture of femur
S37..00,Fracture of lower limb
S3x..00,Fractures of multiple bones of lower limb
S42..00,Dislocation or subluxation of elbow
S43..00,Dislocation or subluxation of wrist
S45..00,Dislocation of hip joint
S48..00,Dislocation or subluxation of foot
S49..00,"Other, multiple and ill-defined dislocations or subluxations"
S4z..00,Fracture dislocation of joint
S5...00,Sprains and strains of joints and adjacent muscles
S50..00,Sprain of shoulder and upper arm
S52..00,Sprain of wrist and hand
S55..00,Sprain of ankle and foot
S56..00,Sprain pelvic ligament
S58..00,"Complete tear, shoulder joint"
S59..00,"Complete tear, elbow joint"
S5A..00,"Complete tear, wrist or hand"
S5B..00,"Complete tear, hip ligament"
S5C..00,"Complete tear, knee ligament"
S5D..00,"Complete tear, ankle or foot ligament"
S5E..00,"Complete tear, other ligament, excluding pelvis"
S5F..00,Open division shoulder ligament
S5G..00,Open division elbow ligament
S5H..00,Open division wrist or hand ligament
S5J..00,Open division hip ligament
S5K..00,Open division ligament knee
S5L..00,Open division ligament ankle or foot
S5M..00,Open division pelvic ligament
S5N..00,"Open division, ligament other parts of back"
S5P..00,"Open division, other ligament"
S5R..00,Rupture tendon forearm or wrist
S5S..00,Rupture tendon of thumb
S5T..00,Rupture tendon of finger
S5U..00,Rupture tendon thigh
S5V..00,Rupture of tendon of lower limb
S5W..00,Other specified tendon rupture
S5y..00,Other and ill-defined sprains and strains
S63..00,Other cerebral haemorrhage following injury
S71..00,Injury to heart and lung
S72..00,Other and unspecified intrathoracic organ injury
S78..00,Other intra-abdominal organ injury
S7B..00,Injury of intra-abdominal organ(s) with pelvic organ(s)
S7z..00,"Internal injury of chest, abdomen or pelvis NOS"
S83..00,Other open wound of head
S89..00,"Other open wounds of other sites, excluding limbs"
S8A..00,Open wounds involving head with neck
S90..00,Open wound of shoulder region and upper limb
S91..00,"Open wound of elbow, forearm and wrist"
S92..00,"Open wound of hand, excluding finger(s)"
S94..00,Multiple and unspecified open wound of upper limb
S95..00,Traumatic amputation of thumb
S9z..00,Open wound of upper limb NOS
SA0..00,Open wound of hip and thigh
SA1..00,"Open wound of knee, leg and ankle"
SA4..00,Multiple and unspecified open wound of lower limb
SA8..00,Traumatic amputation of limb
SA9..00,Multiple open wounds of hip and thigh
SAA..00,Open wounds involving multiple regions of lower limb(s)
SAz..00,Open wound of lower limb NOS
SB3..00,Injury to blood vessels of arm
SB4..00,Injury to blood vessels of leg
SBz..00,Injury to blood vessel NOS
SC2..00,Late effect of nervous system injury
SC3..00,Late effect of other and unspecified injuries
SC4..00,Late effects of other external causes
SD0..00,"Superficial injury to head, excluding eye"
SD1..00,Superficial injury of trunk
SD2..00,Superficial injury of shoulder and upper arm
SD3..00,"Superficial injury of elbow, forearm and wrist"
SD4..00,"Superficial injury of hand, excluding fingers"
SD6..00,"Superficial injury of lower limb, excluding foot"
SD7..00,Superficial injury of foot and toe(s)
SD9..00,Superficial injuries of multiple and unspecified sites
SDC..00,Superficial injuries involving multiple body regions
SDz..00,Superficial injuries NOS
SEz..00,"Contusion with skin intact, NOS"
SF4..00,"Crush injury, multiple and unspecified sites"
SFz..00,Crushing injury NOS
SG...00,Foreign body (FB) in orifice
SG3..00,Foreign body in pharynx and larynx
SG5..00,"Foreign body in mouth, oesophagus and stomach"
SG7..00,Foreign body in anus and rectum
SH6..00,Burn of multiple specified sites
SHz..00,Burns NOS
SJ0..00,Optic nerve and pathway injury
SJ1..00,Injury to other cranial nerves
SJ7..00,Injury to other nerves
SJ8..00,Injury of nerves and spinal cord at neck level
SJ9..00,Injury of nerves and spinal cord at thorax level
SJB..00,Injury of nerves at shoulder and upper arm level
SJz..00,Nerve and spinal cord injury NOS
SK...00,Traumatic complications and unspecified injuries
SK1..00,Traumatic AND/OR non-traumatic injury
SKz..00,Injury
SLH..00,Other and unspecified drug and medicament poisoning
SLK..00,Other vaccines and biological substance poisoning
SLz..00,"Drug, medicament or biological substance poisoning NOS"
SM5..00,Other metals causing toxic effect
SMB..00,Toxic effect of formaldehyde
SMC..00,Toxic effect of tobacco and nicotine
SMz..00,Non-medicinal agent causing toxic effect NOS
SN...00,Other and unspecified external effect causes
SN0..00,Radiation injury
SN4..00,Other external effect cause
43b..00,Immunology test
SNz..00,External effect cause NOS
SN5..00,Adverse reaction
SP1..00,Body system complications NEC
SP3..00,Medical care complication NEC
SPz..00,Medical and surgical care complications NOS
SR...00,Injury involving multiple body regions
SR1..00,Fractures involving multiple body regions
SR4..00,Traumatic amputations involving multiple body regions
Sy...00,[X] Injury and poisoning classification terms
Sz...00,Injury and poisoning NOS
T....00,Causes of injury and poisoning
T00..00,Train accident involving collision with rolling stock
T01..00,Railway accident involving collision with other object
T03..00,"Train accident involving explosion, fire or burning"
T04..00,"Fall in, on, or from train"
T05..00,Hit by railway rolling stock
T0x..00,Other specified railway accident
T0y..00,Unspecified railway accidents
T0z..00,Railway accident
T19..00,Motor vehicle traffic accident of unspecified nature
T1z..00,Motor vehicle traffic accident NOS
T2z..00,Motor vehicle accident off public road
T33..00,Other road vehicle accidents
T3z..00,Road vehicle accident NOS
T41..00,Accident to watercraft causing other injury
T43..00,Fall on stairs or ladders in water transport
T44..00,Other falls in water transport (WT)
T46..00,"Explosion, fire or burning in watercraft"
T47..00,Other water transport (WT) accidents
T4z..00,Water transport accident NOS
T50..00,Accident to powered aircraft at takeoff or landing
T51..00,Other accident to powered aircraft
T52..00,Accident to unpowered aircraft
T53..00,"Fall in, on, or from aircraft"
T54..00,Other air transport accidents
T5z..00,Air and space transport accidents NOS
T6...00,Vehicle accidents not elsewhere classifiable
T61..00,Accidents involving cable cars not running on rails
T62..00,Accidents involving vehicles not elsewhere classifiable
T6z..00,Vehicle accident
T7...00,Place of occurrence of accident or poisoning
T70..00,"Place of occurrence of accident or poisoning, home"
T71..00,"Place of occurrence of accident or poisoning, farm"
T72..00,"Place of occurrence of accident or poisoning, mine or quarry"
T7y..00,"Place of occurrence of accident or poisoning, other place"
T7z..00,"Place of occurrence of accident or poisoning, place NOS"
T81..00,Accidental poisoning by barbiturates
T82..00,Accidental poisoning by other sedatives and hypnotics
T83..00,Accidental poisoning by tranquillisers
T84..00,Accidental poisoning by other psychotropic agents
T86..00,Accidental poisoning by antibiotics
T87..00,Accidental poisoning by anti-infectives
T88..00,Accidental poisoning by other drugs
T8z..00,Accidental poisoning by drugs NOS
T90..00,"Accidental poisoning by alcohol, NEC"
T91..00,Accidental poisoning by household agents
T92..00,Accidental poisoning by petrol products
T94..00,Accidental poisoning by corrosives and caustics NEC
T95..00,Accidental poisoning from foodstuffs and poisonous plants
T96..00,Accidental poisoning by other solid and liquid substances
T97..00,Accidental poisoning by gas distributed by pipeline
T99..00,Accidental poisoning by other gases and vapours
T9z..00,Accidental poisoning
TA1..00,Foreign object left in body during procedure
TA2..00,Failure of sterile precautions during procedure
TA3..00,Failure in dosage
TAy..00,Other misadventures during medical care
TAz..00,Medical accident to patient NOS
TC0..00,Fall on or from stairs or steps
TC1..00,Fall on or from ladders or scaffolding
TC2..00,Fall from or out of building or other structure
TC3..00,Fall into hole or other opening in surface
TC5..00,"Fall on same level from slipping, tripping or stumbling"
TC7..00,"Fracture, cause unspecified"
TCy..00,Other falls
TCz..00,Accidental falls NOS
TD1..00,Conflagration in other building or structure
TD2..00,Conflagration not in building or structure
TD3..00,"Accidents caused by clothes on fire, ACOF"
TD4..00,Ignition of highly inflammable material
TDy..00,Accident caused by other fire and flames
TDz..00,Accident caused by fire or flames NOS
TE0..00,Accidents due to excessive heat
TE3..00,Accidents due to travel and motion
TE7..00,Accident caused by lightning
TEz..00,Accidents due to natural and environmental factors NOS
TF0..00,Accidental drowning and submersion
TF3..00,Accidental mechanical suffocation
TF4..00,Foreign body accidentally entering eye and adnexa
